Name,GUID,ReportName,Title,YearOfPublication,LinkingUri,LinkingUrl,ServerRelativeUrl,ServerRedirectedEmbedUri,ServerRedirectedEmbedUrl,Created,Length
2015_Geophysical and geological characterisc of Pre-Tertiary Carbonate Basement_PVEP_ITC.pdf,5e1ec6ca-ae41-4f8d-bb72-17936de58cec,Geophysical and geological characteristics of pre-tertiary carbonate basement in blocks 102/10 and 106/10,,2015,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/Block study/2015_Geophysical and geological characterisc of Pre-Tertiary Carbonate Basement_PVEP_ITC.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=0bc53055-f6b4-444b-b5e3-a08aa9509764,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=0bc53055-f6b4-444b-b5e3-a08aa9509764,2024-02-01T08:22:20,13378313
2016_PSC 102- 106 Technique workshop .ppt,576f1ff5-d23b-45f6-be99-abe5f3a31760,PSC 102/10 and 106/10 Technical workshop 2016,PowerPoint Presentation,2016,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared%20Documents/General/DATABASE/Song%20Hong%20Basin/Block%20102-106/Block%20study/2016_PSC%20102-%20106%20Technique%20workshop%20.ppt?d=wc0e21a559f2748f78f614712d8c90449,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/Block study/2016_PSC 102- 106 Technique workshop .ppt?d=wc0e21a559f2748f78f614712d8c90449,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/Block study/2016_PSC 102- 106 Technique workshop .ppt,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={c0e21a55-9f27-48f7-8f61-4712d8c90449}&action=interactivepreview,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={c0e21a55-9f27-48f7-8f61-4712d8c90449}&action=interactivepreview,2024-02-01T08:23:39,194745856
2018_Block 102-106 Evaluation report.docx,c6972f63-49bb-410e-b244-7ab63a76b4e5,"Blocks 102/10&106/10 EVALUATION REPORT , Song Hong Basin Vietnam",1,2018,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared%20Documents/General/DATABASE/Song%20Hong%20Basin/Block%20102-106/Block%20study/2018_Block%20102-106%20Evaluation%20report.docx?d=we4b70c965b07493c835ba32ec2b3b54d,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/Block study/2018_Block 102-106 Evaluation report.docx?d=we4b70c965b07493c835ba32ec2b3b54d,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/Block study/2018_Block 102-106 Evaluation report.docx,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={e4b70c96-5b07-493c-835b-a32ec2b3b54d}&action=interactivepreview,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={e4b70c96-5b07-493c-835b-a32ec2b3b54d}&action=interactivepreview,2024-02-01T08:23:43,163972092
Fig_horizontal for Son.ppt,09843367-60a1-4e06-a868-87666f578a16,"Sequence stratigraphic Study of Blocks 102 and 106 Song Hong Basin, Northern Vietnam",No Slide Title,2006,"https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared%20Documents/General/DATABASE/Song%20Hong%20Basin/Block%20102-106/Block%20study/2006_Sequence%20stratigraphic%20Study%20of%20Blocks%20102%20%26106%20Song%20Hong%20Basin,%20VietNam/Fig_horizontal%20for%20Son.ppt?d=w3ff296b8aad24d4589a7181e532357ad","https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/Block study/2006_Sequence stratigraphic Study of Blocks 102 &106 Song Hong Basin, VietNam/Fig_horizontal for Son.ppt?d=w3ff296b8aad24d4589a7181e532357ad","/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/Block study/2006_Sequence stratigraphic Study of Blocks 102 &106 Song Hong Basin, VietNam/Fig_horizontal for Son.ppt",https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={3ff296b8-aad2-4d45-89a7-181e532357ad}&action=interactivepreview,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={3ff296b8-aad2-4d45-89a7-181e532357ad}&action=interactivepreview,2024-02-01T08:28:49,2661376
Report Fault Seal 102-106 22 Nov edit 5 Dec 2013.docx,e7142bac-dc0a-4782-ba38-b57275a5caf1,,,,"https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared%20Documents/General/DATABASE/Song%20Hong%20Basin/Block%20102-106/Block%20study/2013_Fault%20seal%20capacity%20study%20for%20prospects%20in%20the%20block%20102-106,%20offshore%20Vietnam%202013_PVEP/Report%20Fault%20Seal%20102-106%2022%20Nov%20edit%205%20Dec%202013.docx?d=w8529d4babaec4b578c74b38278965cce","https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/Block study/2013_Fault seal capacity study for prospects in the block 102-106, offshore Vietnam 2013_PVEP/Report Fault Seal 102-106 22 Nov edit 5 Dec 2013.docx?d=w8529d4babaec4b578c74b38278965cce","/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/Block study/2013_Fault seal capacity study for prospects in the block 102-106, offshore Vietnam 2013_PVEP/Report Fault Seal 102-106 22 Nov edit 5 Dec 2013.docx",https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={8529d4ba-baec-4b57-8c74-b38278965cce}&action=interactivepreview,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={8529d4ba-baec-4b57-8c74-b38278965cce}&action=interactivepreview,2024-02-01T08:29:28,61109364
Text_updated.doc,7ee0a323-1830-4f0a-b088-9c6f0ba6ada9,"Sequence stratigraphic Study of Blocks 102 and 106 Song Hong Basin, Northern Vietnam",CONTENT,2006,"https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared%20Documents/General/DATABASE/Song%20Hong%20Basin/Block%20102-106/Block%20study/2006_Sequence%20stratigraphic%20Study%20of%20Blocks%20102%20%26106%20Song%20Hong%20Basin,%20VietNam/Text_updated.doc?d=w2b80b899b21c4df8b6b3df12a170c457","https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/Block study/2006_Sequence stratigraphic Study of Blocks 102 &106 Song Hong Basin, VietNam/Text_updated.doc?d=w2b80b899b21c4df8b6b3df12a170c457","/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/Block study/2006_Sequence stratigraphic Study of Blocks 102 &106 Song Hong Basin, VietNam/Text_updated.doc",https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={2b80b899-b21c-4df8-b6b3-df12a170c457}&action=interactivepreview,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={2b80b899-b21c-4df8-b6b3-df12a170c457}&action=interactivepreview,2024-02-01T08:29:46,142336
Enclosure_1pp.ppt,548a6ce6-ffa3-47cd-a7fa-d29bb574d34c,"Sequence stratigraphic Study of Blocks 102 and 106 Song Hong Basin, Northern Vietnam",No Slide Title,2006,"https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared%20Documents/General/DATABASE/Song%20Hong%20Basin/Block%20102-106/Block%20study/2006_Sequence%20stratigraphic%20Study%20of%20Blocks%20102%20%26106%20Song%20Hong%20Basin,%20VietNam/Enclosures/Enclosure_1pp.ppt?d=wa878ee10bd4a4b2493b6acfae32b8dd9","https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/Block study/2006_Sequence stratigraphic Study of Blocks 102 &106 Song Hong Basin, VietNam/Enclosures/Enclosure_1pp.ppt?d=wa878ee10bd4a4b2493b6acfae32b8dd9","/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/Block study/2006_Sequence stratigraphic Study of Blocks 102 &106 Song Hong Basin, VietNam/Enclosures/Enclosure_1pp.ppt",https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={a878ee10-bd4a-4b24-93b6-acfae32b8dd9}&action=interactivepreview,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={a878ee10-bd4a-4b24-93b6-acfae32b8dd9}&action=interactivepreview,2024-02-01T08:29:50,985600
Enclosure_4.ppt,fd73483a-4bc3-45f4-9550-b57e6424dfc0,"Sequence stratigraphic Study of Blocks 102 and 106 Song Hong Basin, Northern Vietnam",No Slide Title,2006,"https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared%20Documents/General/DATABASE/Song%20Hong%20Basin/Block%20102-106/Block%20study/2006_Sequence%20stratigraphic%20Study%20of%20Blocks%20102%20%26106%20Song%20Hong%20Basin,%20VietNam/Enclosures/Enclosure_4.ppt?d=w9aa2418845134c2aad9b5f9fc40b853f","https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/Block study/2006_Sequence stratigraphic Study of Blocks 102 &106 Song Hong Basin, VietNam/Enclosures/Enclosure_4.ppt?d=w9aa2418845134c2aad9b5f9fc40b853f","/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/Block study/2006_Sequence stratigraphic Study of Blocks 102 &106 Song Hong Basin, VietNam/Enclosures/Enclosure_4.ppt",https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={9aa24188-4513-4c2a-ad9b-5f9fc40b853f}&action=interactivepreview,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={9aa24188-4513-4c2a-ad9b-5f9fc40b853f}&action=interactivepreview,2024-02-01T08:30:34,17038848
Final presentation Fault seal 102-106_22 Nov edit 5 Dec.2013.pptx,11e53f2c-6315-4b75-84e7-012a3c3393ce,,PowerPoint Presentation,,"https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared%20Documents/General/DATABASE/Song%20Hong%20Basin/Block%20102-106/Block%20study/2013_Fault%20seal%20capacity%20study%20for%20prospects%20in%20the%20block%20102-106,%20offshore%20Vietnam%202013_PVEP/Final%20presentation%20Fault%20seal%20102-106_22%20Nov%20edit%205%20Dec.2013.pptx?d=w80977554d4504dae9794a6f032961a43","https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/Block study/2013_Fault seal capacity study for prospects in the block 102-106, offshore Vietnam 2013_PVEP/Final presentation Fault seal 102-106_22 Nov edit 5 Dec.2013.pptx?d=w80977554d4504dae9794a6f032961a43","/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/Block study/2013_Fault seal capacity study for prospects in the block 102-106, offshore Vietnam 2013_PVEP/Final presentation Fault seal 102-106_22 Nov edit 5 Dec.2013.pptx",https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={80977554-d450-4dae-9794-a6f032961a43}&action=interactivepreview,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={80977554-d450-4dae-9794-a6f032961a43}&action=interactivepreview,2024-02-01T08:30:48,81227081
Enclosure_5.ppt,1cf89f3b-81de-492d-b2e7-ddb1ece65212,"Sequence stratigraphic Study of Blocks 102 and 106 Song Hong Basin, Northern Vietnam",No Slide Title,2006,"https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared%20Documents/General/DATABASE/Song%20Hong%20Basin/Block%20102-106/Block%20study/2006_Sequence%20stratigraphic%20Study%20of%20Blocks%20102%20%26106%20Song%20Hong%20Basin,%20VietNam/Enclosures/Enclosure_5.ppt?d=w6029fcb5d6b8457bba71f4fdfafaf72d","https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/Block study/2006_Sequence stratigraphic Study of Blocks 102 &106 Song Hong Basin, VietNam/Enclosures/Enclosure_5.ppt?d=w6029fcb5d6b8457bba71f4fdfafaf72d","/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/Block study/2006_Sequence stratigraphic Study of Blocks 102 &106 Song Hong Basin, VietNam/Enclosures/Enclosure_5.ppt",https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={6029fcb5-d6b8-457b-ba71-f4fdfafaf72d}&action=interactivepreview,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={6029fcb5-d6b8-457b-ba71-f4fdfafaf72d}&action=interactivepreview,2024-02-01T08:31:27,27297792
modelpp.ppt,1af5dcbe-6503-42cf-918d-324bedfa554f,"Sequence stratigraphic Study of Blocks 102 and 106 Song Hong Basin, Northern Vietnam",No Slide Title,2006,"https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared%20Documents/General/DATABASE/Song%20Hong%20Basin/Block%20102-106/Block%20study/2006_Sequence%20stratigraphic%20Study%20of%20Blocks%20102%20%26106%20Song%20Hong%20Basin,%20VietNam/Enclosures/modelpp.ppt?d=w025a9dc5687247079ac00179c3eb184e","https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/Block study/2006_Sequence stratigraphic Study of Blocks 102 &106 Song Hong Basin, VietNam/Enclosures/modelpp.ppt?d=w025a9dc5687247079ac00179c3eb184e","/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/Block study/2006_Sequence stratigraphic Study of Blocks 102 &106 Song Hong Basin, VietNam/Enclosures/modelpp.ppt",https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={025a9dc5-6872-4707-9ac0-0179c3eb184e}&action=interactivepreview,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={025a9dc5-6872-4707-9ac0-0179c3eb184e}&action=interactivepreview,2024-02-01T08:31:47,2232320
Cover.ppt,ef96f3f3-be68-4f67-883c-158dc71c211b,,No Slide Title,,"https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared%20Documents/General/DATABASE/Song%20Hong%20Basin/Block%20102-106/Block%20study/2006_Sequence%20stratigraphic%20Study%20of%20Blocks%20102%20%26106%20Song%20Hong%20Basin,%20VietNam/Report_Cover/Cover.ppt?d=we6d534d146b343cd8847cf3703f6b83d","https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/Block study/2006_Sequence stratigraphic Study of Blocks 102 &106 Song Hong Basin, VietNam/Report_Cover/Cover.ppt?d=we6d534d146b343cd8847cf3703f6b83d","/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/Block study/2006_Sequence stratigraphic Study of Blocks 102 &106 Song Hong Basin, VietNam/Report_Cover/Cover.ppt",https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={e6d534d1-46b3-43cd-8847-cf3703f6b83d}&action=interactivepreview,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={e6d534d1-46b3-43cd-8847-cf3703f6b83d}&action=interactivepreview,2024-02-01T08:31:49,3825664
Cover2.ppt,2fa2bc6b-7dd8-44c4-b3e6-345171420d89,,No Slide Title,,"https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared%20Documents/General/DATABASE/Song%20Hong%20Basin/Block%20102-106/Block%20study/2006_Sequence%20stratigraphic%20Study%20of%20Blocks%20102%20%26106%20Song%20Hong%20Basin,%20VietNam/Report_Cover/Cover2.ppt?d=w24c6363560d141799427eff3f78662a0","https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/Block study/2006_Sequence stratigraphic Study of Blocks 102 &106 Song Hong Basin, VietNam/Report_Cover/Cover2.ppt?d=w24c6363560d141799427eff3f78662a0","/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/Block study/2006_Sequence stratigraphic Study of Blocks 102 &106 Song Hong Basin, VietNam/Report_Cover/Cover2.ppt",https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={24c63635-60d1-4179-9427-eff3f78662a0}&action=interactivepreview,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={24c63635-60d1-4179-9427-eff3f78662a0}&action=interactivepreview,2024-02-01T08:31:49,310784
Fig_horizontal.ppt,670b57d6-d7b6-4fb3-bb8a-aec3d189559b,"Sequence stratigraphic Study of Blocks 102 and 106 Song Hong Basin, Northern Vietnam",No Slide Title,2006,"https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared%20Documents/General/DATABASE/Song%20Hong%20Basin/Block%20102-106/Block%20study/2006_Sequence%20stratigraphic%20Study%20of%20Blocks%20102%20%26106%20Song%20Hong%20Basin,%20VietNam/Fig_horizontal.ppt?d=wb7a8b8cd8fb448b687c6aebd3667f71e","https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/Block study/2006_Sequence stratigraphic Study of Blocks 102 &106 Song Hong Basin, VietNam/Fig_horizontal.ppt?d=wb7a8b8cd8fb448b687c6aebd3667f71e","/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/Block study/2006_Sequence stratigraphic Study of Blocks 102 &106 Song Hong Basin, VietNam/Fig_horizontal.ppt",https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={b7a8b8cd-8fb4-48b6-87c6-aebd3667f71e}&action=interactivepreview,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={b7a8b8cd-8fb4-48b6-87c6-aebd3667f71e}&action=interactivepreview,2024-02-01T08:32:42,120429568
102-CQ-1X Conventional core analysis results for the intervals 2195.0-2204.0m and 2342.0-2347.45m 1994.pdf,97dba640-6090-4cdc-ad95-1482c14c455e,Conventional core analysis results for the intervals 2195.0-2204.0m and 2342.0-2347.45m in well 102-CQ-1X,,1994,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/102-CQ-1X/102-CQ-1X Conventional core analysis results for the intervals 2195.0-2204.0m and 2342.0-2347.45m 1994.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=97ab4ea3-6870-4137-a6ff-2e93c9230f2b,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=97ab4ea3-6870-4137-a6ff-2e93c9230f2b,2024-02-01T08:33:25,1177850
102-CQ-1X Gas Log.pdf,b347e586-8759-45cd-8fbf-306e9854c18f,Wellsite lithological log,,1994,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/102-CQ-1X/102-CQ-1X Gas Log.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=b12cf3f9-ce76-4710-901c-016736ee289f,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=b12cf3f9-ce76-4710-901c-016736ee289f,2024-02-01T08:35:25,35178752
102-Cay Quat-1X Final well report .pdf,90142e2f-ed50-4705-8e3a-29c12b68963e,Final well report (Geology) 102-CQ-1X,,1994,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/102-CQ-1X/102-Cay Quat-1X Final well report .pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=e3c69bbb-36ac-4d8b-9402-afde78099ac2,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=e3c69bbb-36ac-4d8b-9402-afde78099ac2,2024-02-01T08:37:18,103445441
102-CQ-1X_FWR (Geology).pdf,6aece7c5-effc-483c-8301-66dcc179de7d,,,1994,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/102-CQ-1X/102-CQ-1X_FWR (Geology).pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=f161a076-751f-4f51-8a29-315c7fdbd448,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=f161a076-751f-4f51-8a29-315c7fdbd448,2024-02-01T08:38:17,10764147
102-CQ-1X_Composite Log.pdf,a4502f35-ad66-4594-bde5-b7fd79f10843,102-CQ-1X_Composite Log,,1994,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/102-CQ-1X/102-CQ-1X_Composite Log.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=75297996-0dcb-41b8-acff-b07b06039223,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=75297996-0dcb-41b8-acff-b07b06039223,2024-02-01T08:38:43,67763998
102-CQ-1X_Stable isotope and fluid inclusion analyses0001.pdf,84803cf0-21f7-4819-80c6-04fc5cf54eab,Stable isotope and fluid inclusion analyses of dolomite cements in cored reservoir sequences in well 102-CQ-1X,,1994,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/102-CQ-1X/102-CQ-1X_Stable isotope and fluid inclusion analyses0001.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=564d0541-0c15-4c10-8184-a4edb717bd4b,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=564d0541-0c15-4c10-8184-a4edb717bd4b,2024-02-01T08:39:34,6500461
102-CQ-1X_VSP.xls,a9094f59-ce85-43a5-9c2b-5dde36fbe12f,,,1994,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared%20Documents/General/DATABASE/Song%20Hong%20Basin/Block%20102-106/102-CQ-1X/102-CQ-1X_VSP.xls?d=w2b622aff96b847bc8ac2d5dd1bd05c87,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/102-CQ-1X/102-CQ-1X_VSP.xls?d=w2b622aff96b847bc8ac2d5dd1bd05c87,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/102-CQ-1X/102-CQ-1X_VSP.xls,,,2024-02-01T08:39:39,171008
102-CQ-1X_Mud Log.pdf,a2f4c68c-f9c0-468f-9225-1201f461cbe3,Wellsite lithological log,,1994,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/102-CQ-1X/102-CQ-1X_Mud Log.pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=fda42f2f-e1d0-48e5-b5b4-befc763e365e,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=fda42f2f-e1d0-48e5-b5b4-befc763e365e,2024-02-01T08:40:09,35178602
102-TB -1X_FWR logging .pdf,776d5854-1eee-4887-9159-3775f19fbe43,Final well report 102-TB-1X,,2006,,,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/102-TB-1X/102-TB -1X_FWR logging .pdf,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=47ec332a-92a3-4813-a0e3-9f42134f6605,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Embed.aspx?UniqueId=47ec332a-92a3-4813-a0e3-9f42134f6605,2024-02-01T08:40:09,4904235
102-TB-1X Bao cao giam sat dia chat GK.DOC,729ff2e8-e0a2-43c8-bd8b-76302de3b368,Báo cáo giám sát địa chất giếng khoan 102-TB-1X,BÁO CÁO GIÁM SÁT ĐỊA CHẤT CÔNG TRƯỜNG,2006,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared%20Documents/General/DATABASE/Song%20Hong%20Basin/Block%20102-106/102-TB-1X/102-TB-1X%20Bao%20cao%20giam%20sat%20dia%20chat%20GK.DOC?d=w45fdc7abd47b43dba996a495842c0861,https://viendaukhivn.sharepoint.com/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/102-TB-1X/102-TB-1X Bao cao giam sat dia chat GK.DOC?d=w45fdc7abd47b43dba996a495842c0861,/sites/Eptesting/Shared Documents/General/DATABASE/Song Hong Basin/Block 102-106/102-TB-1X/102-TB-1X Bao cao giam sat dia chat GK.DOC,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={45fdc7ab-d47b-43db-a996-a495842c0861}&action=interactivepreview,https://viendaukhivn.sharepoint.com/sites/Eptesting/_layouts/15/Doc.aspx?sourcedoc={45fdc7ab-d47b-43db-a996-a495842c0861}&action=interactivepreview,2024-02-01T08:40:12,259584
